Function Name,Metric Name,Device,Suspicion Score,β_normal_pid_805580(%),β_abnormal_pid_842126(%),Δβ(%),Z-Score(β),p-value(β),U-test p(β),μ_normal_pid_805580,μ_abnormal_pid_842126,Δμ,Z-Score(μ),Z-Score(log_μ),p-value(μ),U-test p(μ)
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_mem_frequency,GPU 7,0.118270,0.000686,0.002800,0.002114,55.938742,1.000000,1.000000,159300.000000,159300.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_mem_used,GPU 7,0.118270,0.000686,0.002800,0.002114,55.938742,1.000000,1.000000,85.704900,85.704900,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_frequency,GPU 7,0.117811,0.000800,0.003300,0.002500,46.770717,1.000000,1.000000,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_sm_frequency,GPU 7,0.117811,0.000800,0.003300,0.002500,46.770717,1.000000,1.000000,118687.500000,115500.000000,-3187.500000,-0.353553,-0.353553,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_mem_used,GPU 7,0.116927,0.000800,0.003300,0.002500,46.770717,1.000000,1.000000,85.704900,85.704900,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",gpu_mem_frequency,GPU 7,0.116927,0.000800,0.003300,0.002500,46.770717,1.000000,1.000000,159300.000000,159300.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",process_gpu_usage,GPU 7,0.111065,0.001412,0.000000,-0.001412,-39.951533,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_sm_occupancy,GPU 7,0.097132,0.000586,0.002500,0.001914,50.647239,1.000000,1.000000,0.037571,0.034000,-0.003571,-0.106767,-0.093526,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_sm_util,GPU 7,0.096961,0.000586,0.002500,0.001914,50.647239,1.000000,1.000000,0.370143,0.335000,-0.035143,-0.105918,-0.004149,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_link_transmit,GPU 7,0.096953,0.000586,0.002500,0.001914,50.647239,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_link_receive,GPU 7,0.096953,0.000586,0.002500,0.001914,50.647239,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_sm_util,GPU 7,0.094616,0.047113,0.013829,-0.033284,-1.890571,0.000851,0.012761,0.422875,0.105571,-0.317304,-0.929217,-0.952136,0.039768,0.012129
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_sm_occupancy,GPU 7,0.094419,0.047113,0.013829,-0.033284,-1.890571,0.000851,0.012761,0.042875,0.010429,-0.032446,-0.942905,-0.946208,0.037826,0.010760
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_sm_occupancy,GPU 7,0.093053,0.000671,0.002800,0.002129,43.622733,1.000000,1.000000,0.037571,0.034000,-0.003571,-0.106767,-0.093526,1.000000,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_sm_util,GPU 7,0.092863,0.000671,0.002800,0.002129,43.622733,1.000000,1.000000,0.370143,0.335000,-0.035143,-0.105918,-0.004149,1.000000,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_link_transmit,GPU 7,0.092854,0.000671,0.002800,0.002129,43.622733,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",gpu_link_receive,GPU 7,0.092854,0.000671,0.002800,0.002129,43.622733,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",process_gpu_usage,GPU 7,0.087819,0.001475,0.000000,-0.001475,-20.859650,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
Memcpy DtoD (Device -> Device),gpu_link_receive,GPU 7,0.087470,0.001488,0.006800,0.005312,16.464884,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
Memcpy DtoD (Device -> Device),gpu_link_transmit,GPU 7,0.087470,0.001488,0.006800,0.005312,16.464884,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_frequency,GPU 7,0.086107,0.061875,0.017843,-0.044032,-1.905030,0.000812,0.009324,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_sm_frequency,GPU 7,0.086107,0.061875,0.017843,-0.044032,-1.905030,0.000812,0.009324,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_mem_frequency,GPU 7,0.083883,0.061875,0.017843,-0.044032,-1.905030,0.000812,0.009324,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_mem_used,GPU 7,0.083883,0.061875,0.017843,-0.044032,-1.905030,0.000812,0.009324,85.704900,85.704900,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_link_receive,GPU 7,0.080478,0.061400,0.018429,-0.042971,-1.872830,0.000894,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::PersistentVariableLengthMergeStatesKernel<8u, 16u, 8u, 4u, __nv_bfloat16, __nv_bfloat16, int>(__nv_bfloat16*, float*, int*, __nv_bfloat16*, float*, unsigned int, unsigned int*, unsigned int)",gpu_link_transmit,GPU 7,0.080478,0.061400,0.018429,-0.042971,-1.872830,0.000894,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
create_flashinfer_kv_indices_triton,process_gpu_usage,GPU 7,0.079921,0.001375,0.000000,-0.001375,-19.445436,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_sm_occupancy,GPU 7,0.078250,0.000771,0.003200,0.002429,32.126980,1.000000,1.000000,0.037571,0.034000,-0.003571,-0.106767,-0.093526,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_sm_util,GPU 7,0.078033,0.000771,0.003200,0.002429,32.126980,1.000000,1.000000,0.370143,0.335000,-0.035143,-0.105918,-0.004149,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_link_receive,GPU 7,0.078023,0.000771,0.003200,0.002429,32.126980,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",gpu_link_transmit,GPU 7,0.078023,0.000771,0.003200,0.002429,32.126980,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_sm_occupancy,GPU 7,0.076075,0.000757,0.003200,0.002443,31.048172,1.000000,1.000000,0.037571,0.034000,-0.003571,-0.106767,-0.093526,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_sm_util,GPU 7,0.075856,0.000757,0.003200,0.002443,31.048172,1.000000,1.000000,0.370143,0.335000,-0.035143,-0.105918,-0.004149,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_link_receive,GPU 7,0.075846,0.000757,0.003200,0.002443,31.048172,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",gpu_link_transmit,GPU 7,0.075846,0.000757,0.003200,0.002443,31.048172,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",process_gpu_usage,GPU 7,0.075514,0.001088,0.000000,-0.001088,-30.759145,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",process_gpu_usage,GPU 7,0.069838,0.001213,0.000000,-0.001213,-18.919595,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_sm_frequency,GPU 7,0.066155,0.047438,0.013643,-0.033795,-1.907056,0.000809,0.012761,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_frequency,GPU 7,0.066155,0.047438,0.013643,-0.033795,-1.907056,0.000809,0.012761,118687.500000,119142.857143,455.357143,0.050508,0.050508,0.926549,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_mem_used,GPU 7,0.064448,0.047438,0.013643,-0.033795,-1.907056,0.000809,0.012761,85.704900,85.704900,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_mem_frequency,GPU 7,0.064448,0.047438,0.013643,-0.033795,-1.907056,0.000809,0.012761,159300.000000,159300.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_link_transmit,GPU 7,0.062926,0.047113,0.013829,-0.033284,-1.890571,0.000851,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<false, 128u, 8u, 16u, __nv_bfloat16, long>(__nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, __nv_bfloat16*, float*, long*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",gpu_link_receive,GPU 7,0.062926,0.047113,0.013829,-0.033284,-1.890571,0.000851,0.012761,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",process_gpu_usage,GPU 7,0.056269,0.001063,0.000000,-0.001063,-14.280457,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",gpu_usage,GPU 7,0.051544,0.000700,0.003000,0.002300,0.000000,1.000000,1.000000,7.142857,2.000000,-5.142857,-13.606721,-22.410257,1.000000,1.000000
Memcpy HtoD (Pinned -> Device),gpu_pcie_transmit,GPU 7,0.050934,0.000329,0.001900,0.001571,32.204702,1.000000,1.000000,585233914.285714,481530100.000000,-103703814.285714,-0.181544,0.207580,1.000000,1.000000
Memset (Device),gpu_pcie_transmit,GPU 7,0.043607,0.021913,0.006557,-0.015355,-1.876979,0.000883,0.014728,688765350.000000,227313642.857143,-461451707.142857,-0.763340,-0.962884,0.071670,0.041181
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",gpu_usage,GPU 7,0.042579,0.000600,0.002500,0.001900,0.000000,1.000000,1.000000,7.142857,2.000000,-5.142857,-13.606721,-22.410257,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",process_gpu_usage,GPU 7,0.039960,0.000687,0.000000,-0.000687,-19.445436,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",process_gpu_usage,GPU 7,0.039960,0.000687,0.000000,-0.000687,-19.445436,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long> >::Policy1000, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, false>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int)",process_gpu_usage,GPU 7,0.038470,0.000775,0.000000,-0.000775,-10.960155,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",process_gpu_usage,GPU 7,0.036450,0.000750,0.000000,-0.000750,-9.921567,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",process_gpu_usage,GPU 7,0.032486,0.000587,0.000000,-0.000587,-16.617009,1.000000,1.000000,7.250000,0.000000,-7.250000,-15.661790,-38.678891,1.000000,1.000000
